"","tweets","class"
"344","just redownloaded the app let see if it improve my exercise routine","sarcasm"
"345","just sign up for apple ping tell it i like classical and it point me towards lady gaga it take a certain genius to be this crap","sarcasm"
"346","im go to cut off contact with every single person i know and emerge in a few month o a year from now have lose the ability to physically speak but be able to play the mean fucking accordion youve ever hear in your pathetic little life","sarcasm"
"347","it funny that you guy thought sport matter during a pandemic i simply can not imagine care about a winning streak rn","sarcasm"
"348","ah yes of the course the summer rain pours when im on foot","sarcasm"
"349","keanu reef be kill his role in ozark season 3","sarcasm"
"350","get stop by tesco security be the highlight of my day","sarcasm"
"351","yay for be lock out of your own house because you forget your key","sarcasm"
"352","crave an ice pick lobotomy on this friday afternoon","sarcasm"
"353","my favorite thing about my grandparent be that theyre so afraid to talk about me be gay that our catch up phone call be incredibly short 💘","sarcasm"
"354","my coworkers play this fun game where they try to describe bar in la crosse amp have me guess which one theyre talk about","sarcasm"
"355","the fair weather fan in all of these thread wake up call fleury be a human be surprise","sarcasm"
"356","whoa thats a little too crazy man slow down","sarcasm"
"357","wow liam neeson be come across a a rational man isnt he","sarcasm"
"358","no joke air fry twisted tea be the best","sarcasm"
"359","i find it hilarious that black and white or all or nothing thinking be consider a cognitive distortion and be a symptom of several disorder and yet it remain a pillar of american and western culture it almost like our culture be toxic 🤔","sarcasm"
"360","it would be nice if my body would let me sleep","sarcasm"
"361","so worried about him but if youre look to save him base on the topography id say it somewhere on the east coast perhaps the carolina","sarcasm"
"362","all the shade i have be hear about ben platt be unbelievable a a teenager in the movie boggle me do nobody have any memory of grease name 1 actor on that film who believably look high school age","sarcasm"
"363","drum and bass be dangerous stuff dont you know #fabricreview 🙏🏻🙏🏻🙏🏻","sarcasm"
"364","the manly thing i can think of be when the men from the world cup passionately sing their national anthem","sarcasm"
"365","love a good cry 👌🏻","sarcasm"
"366","perfect way to end a 2 hour deley get stick on the tarmack at wait to go to a gate for almost an hour 🙄","sarcasm"
"367","if your website still have a google plus share button forgive me if im not trip over myself to take your information a credible or current","sarcasm"
"368","it too bad i forget how to play my clarinet so close to my recital","sarcasm"
"369","but clinton email oh emm fuck gee clinton god damnèd email the humanity of it all 🤮","sarcasm"
"370","crispy all day every day over here ✌🏻","sarcasm"
"371","yes the racist be so cool","sarcasm"
"372","put the toilet paper roll on so that it hang under instead of over be a crime worthy of the death penalty","sarcasm"
"373","synthwave community really love pessimism dont they haha any upbeat energy and people get upset at ya","sarcasm"
"374","but how can we possibly deal with a human experience we havent first relentlessly quantify","sarcasm"
"375","the drew barrymore show be an absolute trainwreck like the tony danza show every two minute be a clip for the soup","sarcasm"
"376","it soooo great that ive take pain medication and my back be still hurt 😩😩😩😩😩😩","sarcasm"
"377","turn 25 today but wake up with $600 from the irs in my bank account so quarter life crisis have be postpone","sarcasm"
"378","only a a president a strong and decisive a would force the fda to ok a drug even before clinical trial result be in no need to wait for such silly formality people have be take the drug for year and most be still alive and fine #oktotry #gotrump","sarcasm"
"379","i reverse image search a selfie and it under visually similar image it be exclusively asian woman my be i white passing narrative be quake","sarcasm"
"380","also that jacket he wear yesterday im gonna rip my eye out","sarcasm"
"381","despicable tweet my liege","sarcasm"
"382","lovely day to be stick at the mall with a dead battery","sarcasm"
"383","so now that it not get ban should i download tiktok","sarcasm"
"384","horse dancing be my new favorite olympic sport i have no clue whats happen but this be incredible","sarcasm"
"385","i just love when twitter decide to reload the timeline second after you just open it up and be in the middle of read it","sarcasm"
"386","somebody tell these bird to be quiet because they not listen to me","sarcasm"
"387","this bruh rly tell me ur anger issue be my playground🥰 so uhh hmu if u wana be friends bc i need new one k thx","sarcasm"
"388","this just in phobia can be choose and you can get rid of them by just not be scar 🥰 s","sarcasm"
"389","every time i send my mom picture of me and one of my friend do fun thing the first question she ask be if be on a date what be you try to tell me mother","sarcasm"
"390","be gofundme account a form of socialism i dont have enough money to pay my bill so let me create an account an ask for money to help pay my bill","sarcasm"
"391","not to alarm anyone but i just saw spider man by uta","sarcasm"
"392","tell the liverpool player to get some beer and just sit on the grass for the full 90 min let leeds score a many goal a they want #notoeuropeansuperleague","sarcasm"
"393","omg thank u for point out that i apologize too much 🙏","sarcasm"
"394","imagine not like football 🤣","sarcasm"
"395","arent you happy i give you less competition for rank","sarcasm"
"396","my dad just say to me hey youre kinda skinny can you slip behind the fridge to look at something and it might be the nice compliment ive ever get so guys go tell your girl you think shes kinda skinny🥰","sarcasm"
"397","someone in the pub just describe the england team a a bunch of marxist make you proud doesnt it","sarcasm"
"398","yay snow day i can work from home oh wait","sarcasm"
"399","the audacity of the neighbor to mow the lawn while im try to sleep at 6 30pm","sarcasm"
"400","youre all sickos for be mean to trump so much for the tolerant leave 🙄 anyways george floyd have it come","sarcasm"
"401","gosh sunderland twitter be a fun place to be tonight isnt it one game one game","sarcasm"
"402","if only people would care a much about poverty and social equality the way they do jump up and down for team remain or team leave","sarcasm"
"403","i hate it here ❤️❤️❤️❤️❤️","sarcasm"
"404","when youre feel all in your feeling but a certain best friend be make you see reason and maybe youll be okay so damn rude 😤","sarcasm"
"405","love it wen people try and stop my friend see me looooolll","sarcasm"
"406","2 x sand eat toddler for sale no previous owner dm for detail x","sarcasm"
"407","day 2348 in lockdown never in my life do i think i would utter the word ive disinfect the chocolate #coronalockdownuk","sarcasm"
"408","absolutely no response from luna cinema and my completely factual review on see ticket have be moderate and will not be publish 🤔 great to see look out for their customer excellent customer service all round 👏","sarcasm"
